Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT
developer_before_correct,org.apache.jmeter.save,DataSource,8,8,5,5,53,5,0,0,-1.0,0,0
developer_before_correct,org.apache.jmeter.protocol.jdbc.sampler,JDBCSampler,7,5,17,15,146,25,0,0,0.35294117647058826,1,1
developer_before_correct,org.apache.jmeter.protocol.jdbc.config.gui,PoolConfigGui,7,0,11,8,105,16,0,0,0.36363636363636365,0,1
developer_before_correct,org.apache.jmeter.protocol.jdbc.util,DBConnectionManager,3,0,9,5,109,13,0,0,0.4444444444444444,2,1
developer_before_correct,org.apache.pulsar.tests.integration.suites,PulsarTestSuite,0,0,5,5,32,10,1,0,-1.0,1,1
developer_before_correct,org.apache.pulsar.tests.integration.suites,PulsarTieredStorageTestSuite,1,0,5,3,21,6,0,0,0.8,0,0
developer_before_correct,org.apache.pulsar.tests.integration.suites,PulsarSQLTestSuite,4,4,3,1,26,4,0,1,1.0,0,0
developer_before_correct,org.apache.pulsar.tests.integration.topologies,PulsarClusterTestBase,1,0,9,6,37,10,0,1,0.3333333333333333,0,0
developer_before_correct,org.apache.pulsar.tests.integration.topologies,PulsarTestBase,0,0,7,4,83,16,1,0,-1.0,1,1
developer_before_correct,org.apache.flink.runtime.resourcemanager,TestingResourceManagerFactory,9,0,16,10,80,16,0,0,0.3125,0,1
developer_before_correct,org.apache.flink.runtime.resourcemanager,Builder,4,0,5,5,31,5,0,0,0.0,0,0
developer_before_correct,org.apache.flink.runtime.resourcemanager,MockResourceManager,1,0,8,4,28,8,0,0,0.625,2,1
developer_before_correct,org.apache.flink.runtime.leaderelection,LeaderChangeClusterComponentsTest,10,1,10,8,94,13,0,0,0.2,0,1
developer_before_correct,org.apache.flink.runtime.leaderelection,BlockingOperator,1,0,2,2,18,4,0,0,1.0,1,0
developer_before_correct,org.apache.flink.runtime.leaderelection,JobManagerLeaderElectionTest,5,1,5,4,70,8,0,0,0.0,0,0
developer_before_correct,org.apache.flink.runtime.leaderelection,JobManagerLeaderElectionTest,6,1,5,4,76,9,0,0,0.0,0,0
developer_before_correct,org.apache.pulsar.common.util.collections,ConcurrentOpenHashMap,14,0,29,18,338,66,0,0,0.10344827586206896,5,1
developer_before_correct,org.apache.pulsar.common.util.collections,Section,6,0,8,1,208,38,0,0,0.0,0,1
developer_before_correct,org.apache.dubbo.config.deploy,DefaultApplicationDeployer,20,0,67,18,920,203,0,0,0.04477611940298507,1,3
developer_before_correct,org.apache.dubbo.qos.command.util,CommandHelperTest,1,0,3,0,56,3,0,0,0.0,0,0
developer_before_correct,org.apache.pulsar.proxy.server,BrokerDiscoveryProvider,7,0,6,3,101,12,0,0,0.3333333333333333,4,3
developer_before_correct,org.apache.pulsar.proxy.server,ProxyRolesEnforcementTest,3,0,19,15,136,21,0,0,0.631578947368421,0,5
developer_before_correct,org.apache.pulsar.proxy.server,BasicAuthenticationData,1,0,5,5,20,5,0,0,0.6,0,0
developer_before_correct,org.apache.pulsar.proxy.server,BasicAuthentication,1,0,5,5,21,5,0,0,0.8,5,0
developer_before_correct,org.apache.pulsar.proxy.server,BasicAuthenticationProvider,0,0,4,4,18,6,0,0,-1.0,5,1
developer_before_correct,org.apache.pulsar.proxy.server,ProxyAuthenticationTest,3,0,19,14,134,22,0,0,0.631578947368421,0,5
developer_before_correct,org.apache.pulsar.proxy.server,BasicAuthenticationData,1,0,5,5,20,5,0,0,0.6,0,0
developer_before_correct,org.apache.pulsar.proxy.server,BasicAuthentication,1,0,5,5,21,5,0,0,0.8,0,0
developer_before_correct,org.apache.pulsar.proxy.server,BasicAuthenticationProvider,0,0,4,4,26,7,0,0,-1.0,0,1
developer_before_correct,org.apache.pulsar.proxy.server,ProxyForwardAuthDataTest,3,0,5,0,73,5,0,0,0.4,0,3
developer_before_correct,org.apache.pulsar.proxy.server,WebServer,10,0,9,9,130,15,0,0,0.0,2,1
developer_before_correct,org.apache.pulsar.proxy.server,ProxyRolesEnforcementTest,5,0,19,14,142,21,0,0,0.7368421052631579,0,5
developer_before_correct,org.apache.pulsar.proxy.server,BasicAuthenticationData,1,0,5,5,20,5,0,0,0.6,0,0
developer_before_correct,org.apache.pulsar.proxy.server,BasicAuthentication,1,0,5,5,21,5,0,0,0.8,0,0
developer_before_correct,org.apache.pulsar.proxy.server,BasicAuthenticationProvider,0,0,4,4,18,6,0,0,-1.0,0,1
developer_before_correct,org.apache.pulsar.proxy.server,ProxyConfiguration,52,0,7,6,96,9,0,0,0.2857142857142857,10,0
developer_before_correct,org.apache.pulsar.proxy.server,HttpReverseProxyConfig,3,0,5,4,22,5,0,0,0.0,0,0
developer_before_correct,org.apache.pulsar.proxy.server,ProxyService,20,0,14,14,113,18,0,0,0.0,7,2
developer_before_correct,org.apache.pulsar.proxy.server,SuperUserAuthedAdminProxyHandlerTest,4,0,7,3,90,7,0,0,0.0,1,4
developer_before_correct,org.apache.pulsar.proxy.server,ProxyAuthenticationTest,5,0,19,14,139,22,0,0,0.7368421052631579,0,5
developer_before_correct,org.apache.pulsar.proxy.server,BasicAuthenticationData,1,0,5,5,20,5,0,0,0.6,0,0
developer_before_correct,org.apache.pulsar.proxy.server,BasicAuthentication,1,0,5,5,21,5,0,0,0.8,0,0
developer_before_correct,org.apache.pulsar.proxy.server,BasicAuthenticationProvider,0,0,4,4,26,7,0,0,-1.0,0,1
developer_before_correct,org.apache.pulsar.proxy.server,ParserProxyHandler,10,0,3,2,103,13,0,0,0.0,1,2
developer_before_correct,org.apache.pulsar.proxy.server,ProxyServiceStarter,12,0,10,9,188,31,0,0,0.3,1,6
developer_before_correct,org.apache.flink.runtime.jobmaster.slotpool,SlotPoolUtils,1,1,14,8,60,16,0,0,0.6428571428571429,1,1
developer_before_correct,org.apache.rocketmq.common.filter,FilterAPI,0,0,3,3,41,9,0,0,-1.0,4,1
developer_before_correct,org.apache.rocketmq.common.filter,FilterAPITest,3,0,1,1,16,2,0,0,0.0,0,1
developer_before_correct,org.apache.rocketmq.broker.processor,ClientManageProcessor,2,0,5,5,74,15,0,0,0.4,2,3
developer_before_correct,org.apache.rocketmq.broker.processor,SendMessageProcessorTest,7,0,23,18,165,25,0,0,0.2608695652173913,0,5
developer_before_correct,org.apache.rocketmq.broker.longpolling,NotifyMessageArrivingListener,1,0,2,2,9,2,0,0,0.0,0,1
developer_before_correct,org.apache.rocketmq.broker.longpolling,PullRequestHoldService,6,0,8,6,115,23,0,0,0.0,4,2
developer_before_correct,org.apache.rocketmq.store,DefaultMessageStoreTest,6,0,5,5,84,9,0,0,0.4,0,2
developer_before_correct,org.apache.rocketmq.store,MyMessageArrivingListener,0,0,1,1,4,1,0,0,-1.0,0,0
